Individual,Species,MigStatus,Site,PercentAg,AgCategory,Buffered,Percent_Total_Veg,SPEI,Event,Julian,DaysIntoSeason,Sunrise,Time,Sex,Age,Wing,Culmen,Head,NareTip,DiagTarsus,Fat,Mass,PecScore,PecSizeBig,PecSizeSmall,PecSizeBest,PecSize25,OverallNeonic,Flonicamid,Clothianidin,Thiamethoxam,Imidacloprid,Thiacloprid,Uric,Tri,Beta,Lipemia,Hemolysis,Yellow,Biomass,Diversity,Permanence,DominantCrop,DominantLandUse,NearestCropDistance_m,NearestCropType,Dist_Closest_Wetland_m,MaxBufferWidth_m,PercentBufferAroundWetland,Percent_Exposed_Shoreline,Max_Flock_Size,WaterNeonicDetection,InvertPesticideDetection,PlasmaDetection,AnyDetection,WaterOrInvertDetection
1232-00582,Lesser Yellowlegs,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,218,25,6:29,5:30,M,Adult,154,35.5,62.3,29.3,56,3,83.7,2,4.73,3.3,-4.73,-4.73,0,0,0,0,0,0,587,1.75,0.92,Slight,None,Slight,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1232-00583,Lesser Yellowlegs,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,218,25,6:29,5:45,M,Adult,155,35.4,65.5,27,50.5,4,105,3,3.1,2,-3.1,-3.1,0.9,0,0.9,0,0,0,NA,NA,NA,NA,NA,NA,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,Y,Y,N
1341-36553,Least Sandpiper,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,218,25,6:29,3:45,M,NA,87,18.6,40.7,16.5,16.3,1,13.3,2,NA,3.8,-3.8,-3.8,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1341-36554,Semipalmated Sandpiper,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,218,25,6:29,4:00,M,NA,97,18.8,40.6,15.1,23.8,3,24.7,2,NA,3.85,-3.85,-3.85,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1341-36555,Semipalmated Sandpiper,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,218,25,6:29,4:30,F,NA,93,17.7,38.6,14.4,21.6,4,32,3,NA,3,-3,NA,0,0,0,0,0,0,1272,2.02,1.05,None,TwoPlus,Slight,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1094-71910,American Avocet,Resident,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,219,26,6:30,5:15,M,NA,224,91.3,136.2,75.5,89.8,0,279,0,7.7,NA,-7.7,-7.7,0,0,0,0,0,0,918,0.87,1.07,None,None,None,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1232-00584,Lesser Yellowlegs,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,219,26,6:30,4:15,M,Adult,152,35.6,64.3,27.5,49.2,4,111.2,3,4.4,3.15,-4.4,-4.4,0,0,0,0,0,0,451,1.14,0.4,None,OnePlus,OnePlus,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1341-36556,Least Sandpiper,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,219,26,6:30,4:40,M,NA,85,19.5,38.4,15.8,18.5,3,14.1,1,NA,3.7,-3.7,-3.7,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1341-36557,Least Sandpiper,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,219,26,6:30,5:45,M,NA,85,18.2,37.9,14.7,18.5,0,17.1,1,NA,4.9,-4.9,-4.9,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1341-36558,Semipalmated Sandpiper,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,219,26,6:30,6:30,F,NA,91,19.4,40.4,16,22.5,5,36.8,3,NA,2.4,-2.4,NA,0,0,0,0,0,0,970,2.17,1.42,None,OnePlus,OnePlus,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1341-36559,Semipalmated Sandpiper,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,219,26,6:30,6:45,M,NA,89,19.3,39.3,15.1,21.4,3,23.4,2,NA,3.15,-3.15,-3.15,1.45,0,0,0,1.45,0,956,1.32,1.22,OnePlus,None,None,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,Y,Y,N
1341-36560,Least Sandpiper,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,220,27,6:31,4:10,M,NA,81,17.2,37.7,14.3,16.5,0,16.6,2,NA,3.6,-3.6,-3.6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1341-36561,Semipalmated Sandpiper,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,220,27,6:31,5:15,M,NA,91,18.6,41,15.3,22.9,2,21.9,2,NA,3.8,-3.8,-3.8,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1341-36562,Least Sandpiper,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,220,27,6:31,5:30,M,NA,85,19.4,39.4,16.5,20.4,2,19.8,2,NA,4,-4,-4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1341-36563,Least Sandpiper,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,220,27,6:31,5:35,M,NA,89,20.3,39.6,16.4,19.7,2,19.9,2,NA,3.6,-3.6,-3.6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1341-36564,Semipalmated Sandpiper,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,220,27,6:31,5:45,F,NA,95,20.5,41.3,15.6,21.7,3,24.4,2,NA,3.5,-3.5,-3.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1341-36565,Least Sandpiper,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,220,27,6:31,6:15,M,NA,89,20.2,41,16.3,18.8,2,19.1,2,NA,4.3,-4.3,-4.3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1341-36566,Least Sandpiper,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,220,27,6:31,7:45,M,NA,87,18.6,37.3,14.5,20.5,0,18.4,1,NA,4.2,-4.2,-4.2,0,0,0,0,0,0,834,1.09,NA,Slight,Slight,None,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1341-36567,Least Sandpiper,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,220,27,6:31,7:45,M,NA,91,20.3,39.9,15.8,21.9,0,17.8,1,NA,4.45,-4.45,-4.45,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1232-00585,Lesser Yellowlegs,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,221,28,6:33,17:58,F,Juvenile,155,38,66.5,31.5,55.3,0,77.2,1,7.4,5,-7.4,-7.4,0,0,0,0,0,0,903,1.75,0.63,Slight,OnePlus,OnePlus,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1232-00586,Lesser Yellowlegs,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,221,28,6:33,19:25,M,Adult,153,37.4,67.6,30.6,54.3,4,92.5,2,5.7,4.2,-5.7,-5.7,0,0,0,0,0,0,1331,2.37,0.14,OnePlus,Slight,None,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1232-00587,Lesser Yellowlegs,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,221,28,6:33,21:45,M,Adult,154,35.8,66.7,29.4,55.3,4,86.5,2,5.45,4.85,-5.45,-5.45,0,0,0,0,0,0,1401,2.53,0.38,Slight,Slight,Slight,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1341-36568,Least Sandpiper,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,221,28,6:33,20:18,M,NA,88,17.2,36.8,14.1,18.9,3,15.4,2,NA,3.35,-3.35,-3.35,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
PESA1,Pectoral Sandpiper,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,221,28,6:33,22:00,NA,NA,132,28.3,52.3,23.2,27.2,0,53.3,1,7.8,4.9,-7.8,-7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,NA,N,N
1232-00588,Killdeer,Resident,Glinz,67.6997245,Moderate,N,40,-0.52,Fall 2023,228,35,6:33,4:10,F,NA,156,22.3,50.3,13.6,35.8,0,73.8,1,8.8,5.3,-8.8,-8.8,0.425,0,0.425,0,0,0,384,0.99,1.16,None,None,None,0.2656,4,Semipermanent,Soybean,Agriculture,40,Soybean,38,41,60,90,182,N,Y,Y,Y,Y
1232-00589,Lesser Yellowlegs,Migratory,Glinz,67.6997245,Moderate,N,40,-0.52,Fall 2023,228,35,6:33,5:15,F,Adult,159,36.5,65.6,29.4,54.9,2,87.2,2,5.1,3.7,-5.1,-5.1,0,0,0,0,0,0,498,1.37,1.14,OnePlus,OnePlus,None,0.2656,4,Semipermanent,Soybean,Agriculture,40,Soybean,38,41,60,90,182,N,Y,N,Y,Y
1232-00590,Pectoral Sandpiper,Migratory,Glinz,67.6997245,Moderate,N,40,-0.52,Fall 2023,228,35,6:33,5:45,F,NA,125,26.6,49.5,22.1,29.4,4,82.8,3,3.65,2.9,-3.65,-3.65,0,0,0,0,0,0,788,3.38,0.34,OnePlus,OnePlus,OnePlus,0.2656,4,Semipermanent,Soybean,Agriculture,40,Soybean,38,41,60,90,182,N,Y,N,Y,Y
1341-36569,Least Sandpiper,Migratory,Glinz,67.6997245,Moderate,N,40,-0.52,Fall 2023,228,35,6:33,4:30,M,NA,85,20.3,39.5,16.5,28.8,2,20.5,2,NA,3.8,-3.8,-3.8,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.2656,4,Semipermanent,Soybean,Agriculture,40,Soybean,38,41,60,90,182,N,Y,N,Y,Y
1341-36570,Least Sandpiper,Migratory,Glinz,67.6997245,Moderate,N,40,-0.52,Fall 2023,228,35,6:33,4:45,M,NA,85,29,37,14.5,21.1,3,19,1,NA,3.9,-3.9,-3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2656,4,Semipermanent,Soybean,Agriculture,40,Soybean,38,41,60,90,182,N,Y,NA,Y,Y
1341-36571,Least Sandpiper,Migratory,Glinz,67.6997245,Moderate,N,40,-0.52,Fall 2023,228,35,6:33,4:50,M,NA,91,18.6,37.6,14.6,20.8,5,27.6,3,NA,3.4,-3.4,NA,0,0,0,0,0,0,1272,1.74,1.29,None,OnePlus,OnePlus,0.2656,4,Semipermanent,Soybean,Agriculture,40,Soybean,38,41,60,90,182,N,Y,N,Y,Y
1341-36572,Least Sandpiper,Migratory,Glinz,67.6997245,Moderate,N,40,-0.52,Fall 2023,228,35,6:33,5:00,M,NA,87,20.1,39.8,16.7,22.5,5,26.1,3,NA,2.9,-2.9,NA,0,0,0,0,0,0,NA,1.14,2.02,Slight,TwoPlus,None,0.2656,4,Semipermanent,Soybean,Agriculture,40,Soybean,38,41,60,90,182,N,Y,N,Y,Y
1341-36573,Least Sandpiper,Migratory,Glinz,67.6997245,Moderate,N,40,-0.52,Fall 2023,228,35,6:33,5:00,M,NA,85,18.4,38.2,14.7,17.5,4,20.6,2,NA,3.4,-3.4,-3.4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.2656,4,Semipermanent,Soybean,Agriculture,40,Soybean,38,41,60,90,182,N,Y,N,Y,Y
1341-36574,Least Sandpiper,Migratory,Glinz,67.6997245,Moderate,N,40,-0.52,Fall 2023,228,35,6:33,5:00,M,NA,88,17.8,38.1,14.1,21.1,2,17.2,2,NA,3.7,-3.7,-3.7,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.2656,4,Semipermanent,Soybean,Agriculture,40,Soybean,38,41,60,90,182,N,Y,N,Y,Y
SEPA2,Semipalmated Sandpiper,Migratory,Glinz,67.6997245,Moderate,N,40,-0.52,Fall 2023,228,35,6:33,4:25,NA,NA,94,20.7,40.2,16.4,21.7,4,28,3,NA,2.2,-2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2656,4,Semipermanent,Soybean,Agriculture,40,Soybean,38,41,60,90,182,N,Y,NA,Y,Y
1341-36575,Least Sandpiper,Migratory,Glinz,67.6997245,Moderate,N,40,-0.52,Fall 2023,229,36,6:35,5:45,M,NA,87,17.4,37.3,14,18.7,1,19.5,1,NA,4.9,-4.9,-4.9,0,0,0,0,0,0,NA,1.78,0.71,OnePlus,Slight,None,0.2656,4,Semipermanent,Soybean,Agriculture,40,Soybean,38,41,60,90,127,N,Y,N,Y,Y
1341-36576,Semipalmated Sandpiper,Migratory,Glinz,67.6997245,Moderate,N,40,-0.52,Fall 2023,229,36,6:35,5:55,F,NA,90,18.3,36.6,14.5,22.4,2,20.6,2,NA,4.45,-4.45,-4.45,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.2656,4,Semipermanent,Soybean,Agriculture,40,Soybean,38,41,60,90,127,N,Y,N,Y,Y
1341-36577,Least Sandpiper,Migratory,Glinz,67.6997245,Moderate,N,40,-0.52,Fall 2023,229,36,6:35,6:27,M,NA,86,17.5,37,14.1,18.1,0,17.4,1,NA,5,-5,-5,0,0,0,0,0,0,1137,1.11,2.2,Slight,Slight,None,0.2656,4,Semipermanent,Soybean,Agriculture,40,Soybean,38,41,60,90,127,N,Y,N,Y,Y
1341-36578,Least Sandpiper,Migratory,Glinz,67.6997245,Moderate,N,40,-0.52,Fall 2023,229,36,6:35,7:30,M,NA,85,20.4,37.7,17.3,20.3,1,19.8,1,NA,4.85,-4.85,-4.85,0.625,0,0,0.625,0,0,NA,NA,NA,NA,NA,NA,0.2656,4,Semipermanent,Soybean,Agriculture,40,Soybean,38,41,60,90,127,N,Y,Y,Y,Y
1232-00591,Lesser Yellowlegs,Migratory,Glinz,67.6997245,Moderate,N,40,-0.52,Fall 2023,232,39,6:39,17:45,F,Adult,154,36.3,68.2,28.6,53,0,72.7,1,8.55,5.2,-8.55,-8.55,0.25,0,0,0.25,0,0,1250,1,1.11,None,Slight,Slight,0.2656,4,Semipermanent,Soybean,Agriculture,40,Soybean,38,41,60,90,182,N,Y,Y,Y,Y
1232-00592,Lesser Yellowlegs,Migratory,Glinz,67.6997245,Moderate,N,40,-0.52,Fall 2023,232,39,6:39,17:45,F,Juvenile,145,35.6,66.5,30.4,50.4,2,74.8,2,6,3.4,-6,-6,0,0,0,0,0,0,541,1.1,0.85,None,None,None,0.2656,4,Semipermanent,Soybean,Agriculture,40,Soybean,38,41,60,90,182,N,Y,N,Y,Y
1232-00593,Killdeer,Resident,Glinz,67.6997245,Moderate,N,40,-0.52,Fall 2023,233,40,6:40,20:05,M,NA,143,17.9,48.6,11.5,36.9,0,74.8,1,7.1,5,-7.1,-7.1,0,0,0,0,0,0,76,0.9,0.67,Slight,None,None,0.2656,4,Semipermanent,Soybean,Agriculture,40,Soybean,38,41,60,90,108,N,Y,N,Y,Y
1232-00594,Lesser Yellowlegs,Migratory,Glinz,67.6997245,Moderate,N,40,-0.52,Fall 2023,234,41,6:41,17:10,M,Juvenile,154,36.5,69,30.4,56.5,0,76.2,1,7.7,5.5,-7.7,-7.7,0,0,0,0,0,0,2207,1.39,0.78,None,OnePlus,OnePlus,0.2656,4,Semipermanent,Soybean,Agriculture,40,Soybean,38,41,60,90,108,N,Y,N,Y,Y
1232-00595,Lesser Yellowlegs,Migratory,Glinz,67.6997245,Moderate,N,40,-0.52,Fall 2023,234,41,6:43,18:20,M,Adult,158,35.6,66.8,28.3,48.8,3,74.2,2,7.1,4.3,-7.1,-7.1,0,0,0,0,0,0,1370,1.4,0.75,None,OnePlus,OnePlus,0.2656,4,Semipermanent,Soybean,Agriculture,40,Soybean,38,41,60,90,108,N,Y,N,Y,Y
1232-00596,Pectoral Sandpiper,Migratory,Glinz,67.6997245,Moderate,N,40,-0.52,Fall 2023,235,42,6:43,16:55,F,NA,130,26.8,52.1,23,27.4,1,48.4,1,7.3,4.9,-7.3,-7.3,0,0,0,0,0,0,1138,1.5,0.65,None,OnePlus,None,0.2656,4,Semipermanent,Soybean,Agriculture,40,Soybean,38,41,60,90,106,N,Y,N,Y,Y
2561-78401,Pectoral Sandpiper,Migratory,Glinz,67.6997245,Moderate,N,40,-0.52,Fall 2023,235,42,6:43,20:10,F,NA,125,25.8,51.8,20.6,27.9,2,47.2,2,6.5,4,-6.5,-6.5,0,0,0,0,0,0,863,2.92,0.86,Slight,None,None,0.2656,4,Semipermanent,Soybean,Agriculture,40,Soybean,38,41,60,90,106,N,Y,N,Y,Y
1232-00597,Killdeer,Resident,Muske,48.2093664,Moderate,N,10,0.5,Fall 2023,236,43,6:43,20:35,F,NA,141,20,48.4,12.3,38.3,0,80.8,1,8.05,5.5,-8.05,-8.05,1015.175,0.4,0.75,0.725,1012.5,0.8,346,1.35,0.89,None,None,None,0.0706,2,Seasonal,Soybean,Agriculture,0.5,Soybean,365,10,30,100,97,N,Y,Y,Y,Y
1232-00598,Lesser Yellowlegs,Migratory,Muske,48.2093664,Moderate,N,10,0.5,Fall 2023,238,45,6:45,18:50,M,Juvenile,155,34.4,62.2,27.5,47.9,0,69.3,2,5.95,4.75,-5.95,-5.95,0,0,0,0,0,0,1004,2.35,0.22,Slight,None,OnePlus,0.0706,2,Seasonal,Soybean,Agriculture,0.5,Soybean,365,10,30,100,137,N,Y,N,Y,Y
1232-00599,Lesser Yellowlegs,Migratory,Muske,48.2093664,Moderate,N,10,0.5,Fall 2023,238,45,6:45,20:30,M,Adult,154,35.6,67.5,27.8,50.5,4,91.9,3,3.8,3.4,-3.8,-3.8,1.175,0,0,1.175,0,0,1128,2.01,0.11,Slight,Slight,Slight,0.0706,2,Seasonal,Soybean,Agriculture,0.5,Soybean,365,10,30,100,137,N,Y,Y,Y,Y
1232-00600,Lesser Yellowlegs,Migratory,Muske,48.2093664,Moderate,N,10,0.5,Fall 2023,239,46,6:47,17:45,M,Juvenile,158,36.3,68.3,30,51.4,3,76.4,2,7.1,4,-7.1,-7.1,0,0,0,0,0,0,1222,1.78,0.27,None,None,None,0.0706,2,Seasonal,Soybean,Agriculture,0.5,Soybean,365,10,30,100,84,N,Y,N,Y,Y
1341-36579,Semipalmated Sandpiper,Migratory,Muske,48.2093664,Moderate,N,10,0.5,Fall 2023,239,46,6:47,17:45,M,NA,91,20.1,40.9,16.4,22.9,5,24.6,3,NA,3.1,-3.1,-3.1,0,0,0,0,0,0,1295,1.83,0.27,Slight,OnePlus,Slight,0.0706,2,Seasonal,Soybean,Agriculture,0.5,Soybean,365,10,30,100,84,N,Y,N,Y,Y
1341-36580,Least Sandpiper,Migratory,Muske,48.2093664,Moderate,N,10,0.5,Fall 2023,239,46,6:47,17:45,M,NA,82,16.9,36.2,13.8,18.2,2,18.3,2,NA,4.7,-4.7,-4.7,0,0,0,0,0,0,NA,1.35,1.33,None,TwoPlus,TwoPlus,0.0706,2,Seasonal,Soybean,Agriculture,0.5,Soybean,365,10,30,100,84,N,Y,N,Y,Y
1412-94401,Killdeer,Resident,Muske,48.2093664,Moderate,N,10,0.5,Fall 2023,239,46,6:47,17:45,M,NA,160,19.6,49.9,12.9,34.3,0,69.6,1,7.2,4.75,-7.2,-7.2,0,0,0,0,0,0,500,1.09,1.08,None,None,None,0.0706,2,Seasonal,Soybean,Agriculture,0.5,Soybean,365,10,30,100,84,N,Y,N,Y,Y
1412-94402,Lesser Yellowlegs,Migratory,Muske,48.2093664,Moderate,N,10,0.5,Fall 2023,239,46,6:47,20:33,F,Juvenile,164,38,68.2,29.5,54.1,3,89.3,2,6.95,4.8,-6.95,-6.95,0,0,0,0,0,0,1799,2.74,0.23,OnePlus,None,OnePlus,0.0706,2,Seasonal,Soybean,Agriculture,0.5,Soybean,365,10,30,100,84,N,Y,N,Y,Y
2561-78402,Pectoral Sandpiper,Migratory,Muske,48.2093664,Moderate,N,10,0.5,Fall 2023,239,46,6:47,17:45,F,NA,124,27,51.5,21.8,26.8,4,68.9,3,5,3.4,-5,-5,0,0,0,0,0,0,1544,2.27,0.34,Slight,Slight,Slight,0.0706,2,Seasonal,Soybean,Agriculture,0.5,Soybean,365,10,30,100,84,N,Y,N,Y,Y
1341-36587,Least Sandpiper,Migratory,Muske,48.2093664,Moderate,N,10,0.5,Fall 2023,241,48,6:49,12:22,M,NA,86,16.5,36.4,13.2,19.4,6,28.1,3,NA,2.95,-2.95,NA,3.45,0,0.375,0,3.075,0,NA,NA,NA,NA,NA,NA,0.0706,2,Seasonal,Soybean,Agriculture,0.5,Soybean,365,10,30,100,28,N,Y,Y,Y,Y
1412-94403,Lesser Yellowlegs,Migratory,Muske,48.2093664,Moderate,N,10,0.5,Fall 2023,241,48,6:49,6:35,M,Juvenile,155,33.9,64.8,28.1,46.5,3,79.6,1,6.75,4.4,-6.75,-6.75,0,0,0,0,0,0,2,0.01,NA,None,None,None,0.0706,2,Seasonal,Soybean,Agriculture,0.5,Soybean,365,10,30,100,28,N,Y,N,Y,Y
1412-94404,Lesser Yellowlegs,Migratory,Muske,48.2093664,Moderate,N,10,0.5,Fall 2023,241,48,6:49,6:35,M,Juvenile,156,38,70.4,32.1,52,2,77.3,1,7.8,5.3,-7.8,-7.8,0,0,0,0,0,0,953,1.17,0.59,Slight,None,None,0.0706,2,Seasonal,Soybean,Agriculture,0.5,Soybean,365,10,30,100,28,N,Y,N,Y,Y
1412-94405,Lesser Yellowlegs,Migratory,Muske,48.2093664,Moderate,N,10,0.5,Fall 2023,241,48,6:49,9:10,F,Juvenile,161,35.5,67,29.1,51.5,5,108.6,3,4.45,3.15,-4.45,-4.45,1.1,0,0.675,0.425,0,0,908,1.85,0.13,TwoPlus,TwoPlus,OnePlus,0.0706,2,Seasonal,Soybean,Agriculture,0.5,Soybean,365,10,30,100,28,N,Y,Y,Y,Y
1412-94407,Lesser Yellowlegs,Migratory,Muske,48.2093664,Moderate,N,10,0.5,Fall 2023,241,48,6:49,10:40,F,Juvenile,161,37.6,68.9,28.8,53.5,4,96,2,4.55,4.1,-4.55,-4.55,0,0,0,0,0,0,1292,1.74,0.25,Slight,OnePlus,OnePlus,0.0706,2,Seasonal,Soybean,Agriculture,0.5,Soybean,365,10,30,100,28,N,Y,N,Y,Y
1412-94408,Lesser Yellowlegs,Migratory,Muske,48.2093664,Moderate,N,10,0.5,Fall 2023,241,48,6:49,12:22,M,Juvenile,154,34.5,65.9,27.8,49.5,5,106.2,3,4.2,2.85,-4.2,-4.2,0,0,0,0,0,0,1344,2.34,0.27,OnePlus,None,OnePlus,0.0706,2,Seasonal,Soybean,Agriculture,0.5,Soybean,365,10,30,100,28,N,Y,N,Y,Y
1412-94409,Killdeer,Resident,Muske,48.2093664,Moderate,N,10,0.5,Fall 2023,241,48,6:49,12:22,M,NA,158,21.1,48.4,12.9,34.3,0,74.2,1,5.75,4.35,-5.75,-5.75,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0706,2,Seasonal,Soybean,Agriculture,0.5,Soybean,365,10,30,100,28,N,Y,N,Y,Y
